ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist	6th	dist
"365"	"18735"	1.18163395	"18226"	1.35167760	"30726"	1.42698451	"1359"	1.43489490	"9421"	1.44799468	"21254"	1.47375150	
"26110"	"8433"	2.11636493	"25772"	2.13392210	"17167"	2.13497720	"801"	2.14225524	"16959"	2.14271388	"21660"	2.15023165	
"3037"	"2725"	1.97846170	"13084"	2.05667808	"29270"	2.09502046	"11061"	2.47645431	"20121"	2.50370715	"31627"	2.57663424	
"9413"	"703"	1.05284955	"3085"	1.06948935	"24209"	1.08392701	"22462"	1.11831513	"20605"	1.12680981	"5253"	1.13993011	
"30893"	"22200"	3.07964707	"11763"	3.09914833	"22696"	3.33247521	"3697"	3.55935874	"22911"	3.62144276	"22329"	4.04538299	
"18561"	"25398"	0.24436195	"21538"	0.72787405	"21147"	0.78260093	"26349"	0.80155894	"21632"	0.86721819	"5297"	1.04063120	
"10225"	"4351"	0.09489663	"2364"	0.12174233	"13364"	0.16563256	"10157"	0.26796279	"23113"	0.28589024	"6369"	0.33022082	
"17482"	"29052"	1.20208094	"25165"	1.21713933	"15555"	1.42049577	"12035"	1.48736794	"4399"	1.69958788	"3990"	2.06755824	
"25007"	"18839"	0.07917777	"28342"	0.12674645	"2486"	0.12781799	"26169"	0.12959056	"31582"	0.16256530	"12450"	0.16588986	
"10086"	"20605"	0.04930146	"9612"	0.13750400	"24209"	0.15570577	"29180"	0.16931415	"26049"	0.21611685	"10765"	0.24787007	
"11514"	"23005"	0.14324356	"13407"	0.16165977	"21694"	0.23833542	"24617"	0.24845882	"26066"	0.25192276	"13203"	0.26800646	
"18254"	"4869"	0.27767486	"29052"	1.09079660	"26414"	1.13457406	"2002"	1.15198514	"25165"	1.20789580	"6349"	1.21262802	
"14940"	"518"	0.27527612	"3852"	0.38587323	"21395"	0.49688384	"2948"	1.18935610	"6996"	1.27455735	"30469"	1.29788342	
"30348"	"28336"	2.16296665	"25607"	2.17090924	"15878"	2.22733946	"969"	2.24843460	"4725"	2.43777435	"1784"	3.04123726	
"25492"	"778"	2.14495318	"25289"	2.46625783	"19564"	2.68370772	"6456"	2.77887919	"28947"	2.79996588	"15910"	2.81168013	
"13435"	"8827"	0.10028934	"13253"	0.10720408	"1784"	0.12830821	"23003"	0.13592037	"31162"	0.14197687	"3114"	0.16595355	
"22611"	"23932"	1.05901661	"10179"	1.07921573	"25509"	1.07955720	"11509"	1.08127280	"24514"	1.09367125	"25971"	1.11632376	
"23971"	"13205"	0.16598547	"24617"	0.25653673	"17748"	0.27776610	"7532"	0.29762864	"21895"	0.30830745	"16540"	0.31164684	
"11772"	"11146"	0.39741472	"1702"	1.00875677	"5851"	1.10562400	"32256"	1.13404317	"6821"	1.14754223	"9011"	1.18257688	
"448"	"20918"	1.05020534	"27531"	1.09211540	"19121"	1.11132530	"6098"	1.11545142	"4163"	1.11557298	"26975"	1.12417947	
"22398"	"20232"	0.34007646	"31905"	1.22357655	"1869"	1.29240276	"24704"	1.45176254	"22196"	2.08565523	"2751"	2.08830945	
"2061"	"3435"	1.11516831	"26319"	1.12949554	"29802"	1.24137802	"16653"	1.41022738	"32405"	1.42266290	"2448"	1.44539326	
"16028"	"27628"	2.1272629	"5156"	2.31717307	"15646"	2.32584307	"12309"	2.41885047	"17159"	2.53281346	"9413"	2.54697626	
"3695"	"24931"	1.05814532	"30972"	1.10812326	"16955"	1.12852822	"31083"	1.23301736	"24614"	1.25703474	"13389"	1.30878521	
"20357"	"6010"	0.32719850	"12649"	0.44960030	"15698"	0.68316714	"12945"	0.69272171	"775"	1.16007020	"24147"	1.18691552	
"1688"	"12358"	0.63722397	"30468"	0.64063661	"4144"	0.66313670	"6843"	0.69484242	"30291"	0.69894682	"28596"	0.70969478	
"24038"	"31083"	0.15616832	"30972"	0.21871968	"10047"	0.31673690	"24614"	0.33623257	"14444"	1.08207333	"16955"	1.12367116	
"19959"	"6772"	0.04359659	"5685"	0.10993453	"13677"	0.22451393	"19164"	0.22921925	"28254"	0.28401657	"28103"	0.34144109	
"7357"	"4880"	2.20117493	"25264"	2.21543440	"19833"	2.25354304	"31881"	2.35492282	"7163"	3.05391375	"22111"	3.06561398	
"4831"	"28715"	1.35396254	"9447"	1.51236157	"19981"	2.51731569	"30588"	2.64441302	"22776"	3.06404658	"3237"	3.18532483	
"1747"	"18360"	1.29548741	"29679"	1.29661437	"18982"	1.29899278	"28325"	1.30456361	"15468"	1.30466731	"23532"	1.31305074	
"459"	"32378"	0.28116491	"25330"	0.28478709	"9431"	0.43541551	"13728"	0.54375598	"17626"	0.57065071	"3436"	0.60870368	
"25098"	"29081"	1.25520630	"8562"	1.29543508	"24075"	1.36259758	"4323"	1.73260558	"17844"	2.06082578	"17829"	2.06268384	
"7887"	"22199"	0.12823054	"14233"	0.15721553	"27613"	0.32080098	"25700"	0.43266128	"27973"	0.44646698	"29537"	1.01788516	
"1669"	"4409"	0.05670792	"1493"	0.10390343	"994"	0.25677366	"3742"	0.28516996	"20918"	1.00367668	"572"	1.01464298	
"10481"	"11987"	1.49676510	"26394"	2.38880390	"20776"	2.44981777	"18726"	2.66672490	"30981"	3.02218033	"20084"	3.11874559	
"17472"	"32535"	0.14786380	"26524"	0.16586840	"11927"	0.17928827	"3638"	0.22554572	"9484"	0.27823862	"22045"	0.28254590	
"24216"	"4364"	0.72391867	"32284"	1.18427934	"26349"	1.35807536	"1825"	1.37959971	"21632"	1.41805429	"8184"	1.43024798	
"10246"	"14159"	1.16303005	"15264"	2.06953650	"28469"	2.14508766	"31286"	2.20901069	"989"	2.21399442	"9925"	2.28435242	
"4061"	"1964"	0.38635066	"8334"	0.40157216	"2052"	0.41061910	"1897"	0.41696746	"26675"	0.41920746	"8224"	0.43390863	
"23292"	"15329"	1.15726610	"21397"	1.29135157	"15113"	2.13921962	"21336"	2.15552266	"989"	2.16064989	"15234"	2.28761687	
"26411"	"13609"	0.48425224	"1168"	1.28110142	"7972"	1.29546484	"31754"	1.33906614	"6996"	1.38198209	"28856"	1.42053820	
"29744"	"24235"	1.11819495	"24274"	1.14004956	"28053"	1.15873526	"23290"	1.27448749	"18389"	1.37188921	"25495"	1.44337129	
"19714"	"1569"	0.13621153	"8865"	1.03770372	"23584"	1.09039629	"15671"	1.09493850	"20649"	1.10347856	"18648"	1.13469510	
"7648"	"23777"	0.35666585	"27338"	1.11148947	"2344"	1.17457104	"31315"	1.20736466	"17775"	1.21075641	"15046"	1.21278302	
"19310"	"23673"	1.15151401	"20299"	1.16480548	"3630"	1.21922485	"6891"	1.42809814	"7532"	1.47323233	"17748"	1.48076705	
"32479"	"4514"	1.00799463	"24274"	1.05070012	"14374"	1.05779473	"588"	1.06330582	"26050"	1.08081587	"23532"	1.11325537	
"5929"	"1924"	0.06022220	"13526"	0.09766049	"18754"	0.09856211	"31280"	0.09867125	"13111"	0.12783258	"28856"	0.13316258	
"18247"	"5317"	0.25414455	"814"	1.02899758	"28985"	1.06781438	"32479"	1.08177319	"11627"	1.10442519	"24375"	1.11154853	
"29336"	"28721"	0.24439768	"14778"	0.28415464	"29537"	0.29524111	"13768"	0.40394666	"12956"	0.46437955	"2276"	0.83792818	
"5995"	"11233"	0.08300374	"8849"	0.08800963	"13555"	0.09971165	"926"	0.10181305	"7707"	0.11590448	"10798"	0.12800031	
"13085"	"16362"	2.02665245	"10346"	2.09867808	"18787"	2.15012478	"19602"	2.15853307	"29001"	2.17283385	"21408"	2.20532067	
"10219"	"15"	2.17626863	"11115"	2.23073863	"1268"	2.26098979	"19756"	2.35672764	"9933"	2.38586312	"26474"	2.43387801	
"1024"	"24931"	0.01521503	"19570"	0.38914807	"2905"	0.54972203	"3695"	1.04293029	"31984"	1.08241496	"9887"	1.08252588	
"2986"	"6918"	0.12110754	"20215"	1.07274138	"24209"	1.08387602	"26556"	1.10476151	"20605"	1.12675882	"10086"	1.13225187	
"12616"	"7228"	2.10888644	"30680"	2.12246523	"27514"	2.15094493	"4644"	2.16137190	"27205"	2.26435569	"14292"	2.27478220	
"1425"	"1138"	0.55560600	"13797"	0.82994900	"1799"	1.06647179	"20671"	1.27548949	"27102"	1.29229962	"20824"	1.32092226	
"799"	"22734"	1.13364878	"28898"	1.29500216	"22614"	1.29577007	"31836"	1.45643436	"25166"	1.46370346	"24489"	1.57705627	
"5221"	"26066"	0.08696157	"13407"	0.15947618	"11514"	0.20189803	"32508"	0.21597722	"17748"	0.22504586	"13205"	0.22723745	
"11377"	"1425"	0.19225735	"1138"	0.60992399	"13797"	0.88426699	"23529"	1.14437209	"1799"	1.20797734	"20671"	1.32980748	
"31991"	"23642"	1.16373388	"20796"	1.20888825	"16697"	1.29580530	"11781"	1.29779494	"28579"	1.30578679	"11041"	1.33481338	
"10123"	"16965"	0.31346447	"26644"	0.33672776	"31453"	0.33984291	"11986"	0.44197060	"22544"	0.50534077	"15592"	0.81083003	
"14879"	"1518"	0.55854674	"20460"	1.01423213	"22324"	1.09259757	"1419"	1.09363863	"3350"	1.12763555	"12158"	1.13937992	
"22634"	"17753"	1.12678003	"24919"	1.13937188	"11414"	1.21152244	"7775"	2.04214764	"13609"	2.04216358	"7323"	2.05434756	
"5087"	"22094"	0.05205500	"12450"	0.05768067	"12510"	0.06131987	"31193"	0.06436739	"26169"	0.07040358	"18839"	0.08959823	
"25379"	"4377"	0.37736445	"7404"	0.57684966	"31253"	0.65304488	"19438"	0.65391426	"12681"	0.77700743	"12232"	0.80237109	
"9636"	"146"	1.07197517	"6512"	1.18540947	"17957"	1.21883198	"12887"	1.22772826	"17110"	1.23278417	"11685"	1.27153174	
"7036"	"26032"	0.41902365	"30869"	0.61745193	"2286"	0.87597598	"4673"	0.89569136	"16154"	1.39646908	"9971"	1.54687329	
"9325"	"15239"	0.18623747	"15580"	0.19126725	"26144"	0.52972797	"24829"	0.55563969	"17506"	0.56445322	"29663"	1.16429749	
"23760"	"5114"	1.56214557	"17636"	2.29939398	"17115"	2.36240251	"27514"	2.39719679	"17753"	2.47158997	"14575"	2.47616849	
"7656"	"8593"	1.07701653	"1612"	1.17873145	"28451"	1.24648312	"2408"	1.25195429	"25506"	1.31743898	"26064"	1.32870471	
"27756"	"11437"	0.15677523	"13592"	0.23127321	"9971"	0.26612197	"18823"	0.29324289	"21555"	1.01138047	"13491"	1.05880742	
"4462"	"31994"	0.10397045	"10473"	0.13905125	"4514"	0.29968362	"15532"	0.59099390	"8799"	0.59658660	"4632"	1.02623721	
"6511"	"25398"	0.30952828	"21538"	0.31576894	"21147"	0.37049583	"26349"	0.38945383	"18561"	0.42043613	"21632"	0.58376836	
"18830"	"20605"	0.05670250	"10086"	0.10218799	"26049"	0.11392885	"9612"	0.19969957	"24209"	0.21790134	"29180"	0.23150972	
"7731"	"6394"	3.14255765	"28577"	3.14551311	"22483"	3.17173036	"18922"	3.21262891	"13851"	3.23982241	"14190"	3.24302867	
"21267"	"27503"	1.16518509	"26857"	1.18716448	"19136"	1.19711097	"7252"	1.21829706	"27923"	1.23177320	"14324"	1.26499483	
"22325"	"25795"	2.09576057	"25973"	2.10687263	"22324"	2.12204752	"11467"	2.43047900	"5663"	3.08539417	"25506"	3.11574362	
"7890"	"22483"	0.18818188	"23074"	1.23128071	"31071"	1.29684357	"22081"	1.30107479	"4280"	1.33569140	"28555"	2.07995309	
"17219"	"20750"	1.08022386	"30490"	1.15124592	"9437"	1.28571485	"24414"	1.41638670	"1559"	1.65207438	"3237"	2.0	
"27532"	"2194"	2.28707414	"9447"	2.31107695	"31673"	2.31284897	"8996"	2.36103437	"23402"	2.43403627	"28358"	2.54136495	
"21301"	"31329"	0.18803525	"9364"	0.35379187	"26972"	0.40507805	"5907"	0.58329306	"6755"	0.87013241	"29386"	1.01749883	
"25387"	"4952"	1.30445871	"11014"	1.30506564	"20849"	1.40558689	"9271"	1.43002541	"19007"	1.43807812	"27669"	1.48910068	
"27659"	"16653"	0.34294771	"2448"	0.39929522	"32405"	0.41396641	"26319"	0.48194067	"17531"	0.51970130	"3435"	0.53708422	
"8858"	"18361"	0.08118748	"15262"	0.24269454	"18002"	0.40963864	"1088"	0.45013818	"9190"	0.62405065	"25635"	0.66730483	
"19561"	"7166"	0.49780423	"12020"	1.07261169	"6395"	1.21147233	"24624"	1.27037576	"18475"	1.30703666	"30024"	1.34970029	
"4262"	"11010"	0.41459776	"30811"	0.57191473	"1484"	1.07790177	"3804"	1.17430236	"10349"	1.18668133	"32027"	1.20793586	
"25659"	"18159"	0.31715863	"24493"	1.05815025	"21555"	1.07352487	"13454"	1.07453336	"27756"	1.08490535	"11437"	1.09926713	
"20021"	"25093"	1.24547607	"24827"	1.32266604	"10896"	1.41936925	"24886"	2.17050137	"28887"	2.18223944	"23074"	2.18673259	
"22044"	"636"	0.15588387	"32256"	0.16374349	"26556"	0.25532255	"8696"	0.38815091	"10765"	1.05287653	"1589"	1.05566616	
"9461"	"13128"	1.37437835	"15455"	1.39749883	"5955"	1.40807059	"27005"	1.41496110	"18096"	1.43139553	"11802"	1.47296798	
"20070"	"681"	1.22299783	"9876"	1.25910806	"24034"	2.03502202	"12779"	2.03695735	"23532"	2.05060569	"23035"	2.07784665	
"13943"	"12306"	0.14894145	"17237"	0.24200229	"3702"	0.34095579	"12232"	1.04748020	"10179"	1.04975279	"2274"	1.05275283	
"19545"	"16457"	1.23947245	"27899"	1.27298670	"23229"	1.33631949	"31595"	1.34091460	"25226"	1.40468245	"188"	1.41537086	
"23616"	"5907"	1.12512327	"9364"	1.16959469	"16996"	1.17155717	"30082"	1.18532271	"9887"	1.22028010	"26972"	1.22088087	
"27099"	"25772"	0.56864149	"27090"	1.10710181	"28638"	1.11259972	"28624"	1.12623689	"27456"	1.22137775	"12354"	1.23147889	
"15850"	"17115"	1.07483278	"3082"	1.16977585	"7775"	1.25888003	"3295"	2.03402248	"4280"	2.04365108	"1818"	2.05685318	
"4752"	"26819"	0.11514197	"23917"	0.15214965	"2951"	0.19130530	"16540"	0.24400154	"21895"	0.24734094	"7532"	0.25801974	
"8103"	"22944"	0.70883644	"25863"	1.25480923	"3630"	1.34666251	"6290"	1.38266437	"8774"	1.52104444	"28056"	1.53670205	
"4043"	"12158"	2.08885397	"3350"	2.10059834	"1419"	2.13459526	"25795"	2.13696630	"4146"	2.14612483	"22324"	2.21782809	
"7139"	"16996"	0.05626694	"30082"	0.09448490	"11534"	0.38922231	"17715"	1.01475249	"12495"	1.05323745	"9887"	1.07464776	
"21726"	"30278"	1.25063171	"16751"	1.30713037	"4686"	1.34353444	"19070"	1.88258009	"13027"	2.18235797	"29843"	2.22714357	
"18843"	"18987"	1.09559584	"6441"	1.28182809	"25240"	1.29194797	"6979"	1.30849964	"4641"	1.45297261	"28254"	2.08465025	
"32542"	"22546"	1.43485672	"9873"	1.63292769	"20437"	2.12683536	"27205"	2.21353953	"4073"	2.22678474	"7228"	2.27724836	
"19058"	"17167"	0.06786905	"8433"	0.11387858	"13621"	0.14140846	"1699"	0.19301738	"7835"	0.25661180	"20742"	0.30074904	
"15908"	"18453"	2.13009413	"16154"	2.31222578	"25726"	2.50455292	"6480"	2.64427487	"27097"	2.64682252	"10581"	2.65080952	
"9918"	"16999"	1.19113367	"3014"	1.42486312	"433"	2.11668152	"4005"	2.11770226	"24827"	2.12705755	"10691"	2.15786168	
"23154"	"31250"	1.19087266	"26290"	1.31151661	"20824"	1.31985202	"6137"	1.32776273	"7683"	1.34230796	"17702"	1.35378218	
"19076"	"30291"	0.05960512	"2067"	0.14310005	"5335"	0.16313360	"6843"	0.19248703	"26831"	0.20865711	"4144"	0.23200558	
"23262"	"8217"	1.02537765	"28482"	1.08227673	"28469"	1.09953804	"24261"	1.11146899	"5380"	1.11450093	"26767"	1.11737813	
"5373"	"7392"	0.23079337	"31279"	0.47818405	"8217"	0.52530016	"15111"	1.09312705	"20524"	1.11139924	"24093"	1.11326062	
"11907"	"14248"	1.18541820	"27376"	1.20077512	"22734"	1.26545054	"3508"	1.42375607	"20126"	1.51171331	"15680"	2.01882496	
"28917"	"560"	1.18044901	"4556"	1.48257696	"14187"	2.03491708	"23789"	2.03621097	"11156"	2.04110640	"17237"	2.06581335	
"11333"	"26050"	0.12112805	"14374"	0.12430015	"3804"	0.22346602	"26113"	0.27249239	"30916"	0.45387527	"15338"	0.47452904	
"2330"	"3069"	1.03115980	"6094"	1.08488520	"9421"	1.12362983	"6597"	1.15224650	"8912"	1.15830863	"3743"	1.18473559	
"15898"	"13030"	0.12521998	"12275"	0.13966779	"1484"	0.19204290	"21770"	0.24180230	"4184"	0.24687525	"17712"	0.38593826	
"28523"	"21623"	0.08254464	"18793"	0.16854414	"15116"	0.24419163	"29048"	0.28348571	"4777"	0.28780628	"10179"	1.04078454	
"25710"	"1770"	0.17699290	"18841"	0.26476500	"29861"	0.48578694	"26647"	0.57063777	"4922"	1.08926372	"29048"	1.11086260	
"16500"	"17249"	0.30326038	"19221"	0.48171196	"5380"	0.52895424	"15508"	0.71306736	"16168"	0.74753765	"9271"	0.77538768	
"19968"	"15292"	0.21002897	"2008"	0.35122868	"24255"	0.40706740	"30352"	0.44232001	"22757"	0.49341219	"14150"	1.02198479	
"15028"	"12633"	0.42259736	"641"	1.15254857	"6079"	1.16811034	"18530"	1.18744584	"23296"	1.33393052	"1451"	1.34617601	
"27748"	"5907"	1.43690368	"18726"	1.49586400	"6755"	1.51686576	"9364"	1.68545672	"26972"	1.73674291	"31329"	1.81996999	
"2761"	"26349"	0.45051368	"6511"	0.61547772	"21538"	0.64077670	"21147"	0.66824160	"25398"	0.82296518	"18561"	0.92554201	
"14922"	"7188"	0.59005175	"13709"	0.74827754	"13337"	0.79570507	"27263"	0.92196416	"26474"	1.13306885	"28807"	1.13499016	
"23486"	"17626"	0.11091199	"8184"	0.16918317	"13728"	0.20980437	"21941"	0.26380431	"25330"	0.27570535	"32378"	0.38265543	
"26116"	"12055"	0.32217724	"23104"	1.12322931	"12269"	1.12689461	"14986"	1.18068187	"29270"	1.18595381	"2725"	1.30390533	
"27067"	"7648"	2.06291956	"27338"	2.06537913	"31898"	2.08235443	"14253"	2.09886883	"8648"	2.11577456	"7890"	2.12763581	
"24359"	"10834"	0.13784269	"25184"	0.32635796	"7385"	0.36072230	"4214"	0.40546373	"11333"	1.03324964	"5259"	1.03519022	
"4615"	"21776"	0.37726771	"21059"	0.45569463	"22680"	0.47113738	"1891"	0.56170562	"12613"	0.58002376	"5072"	0.72989604	
"21907"	"10224"	2.19991819	"165"	2.48371509	"5008"	2.75121873	"2231"	2.84941120	"23013"	2.85459325	"31228"	2.86253648	
"22799"	"14575"	0.93253126	"17636"	1.42158603	"27467"	1.84723100	"12937"	1.87094964	"5157"	2.06309262	"26599"	2.16191093	
"30765"	"30937"	0.56812270	"2408"	1.32036580	"2939"	1.39821668	"18089"	1.40785016	"21236"	2.19066717	"18468"	2.20114994	
"27256"	"18835"	1.18349916	"4236"	1.22890109	"4741"	2.07026605	"29740"	2.08370870	"29904"	2.10094334	"25093"	2.12945086	
"11700"	"7553"	1.13126953	"24883"	1.23327852	"26398"	1.26963568	"8546"	1.28386975	"25813"	1.41121800	"19244"	1.42117755	
"28723"	"32350"	2.31072275	"27319"	2.46120056	"5521"	2.48642091	"24421"	2.51257226	"146"	2.53819241	"8935"	2.54129286	
"13704"	"19161"	0.75464963	"165"	1.08806570	"2274"	1.09355649	"5176"	1.09708758	"4965"	1.13240289	"19073"	1.19924823	
"5853"	"14197"	0.17222696	"37"	0.20477176	"10473"	1.00543662	"2935"	1.01323590	"3990"	1.04315945	"518"	1.06033970	
"17729"	"21444"	1.13906632	"21660"	1.22868293	"801"	1.27726396	"989"	1.31534859	"5523"	1.38701013	"11236"	2.07665540	
"4664"	"5962"	1.24852410	"27151"	1.25137850	"21869"	1.25729663	"3350"	2.06807499	"24570"	2.06922153	"29703"	2.07349834	
"15590"	"7724"	1.25929418	"14905"	1.28134308	"22734"	1.58404974	"20126"	1.88488420	"18360"	2.19467920	"12304"	2.21714600	
"12389"	"5961"	0.03673623	"6693"	0.14795669	"18632"	0.69814457	"30024"	1.06564183	"32256"	1.08246999	"18475"	1.10830545	
"24823"	"14648"	2.22362444	"25312"	2.41418507	"19683"	3.04752820	"12475"	3.05632720	"24886"	3.07399038	"12572"	3.07517198	
"16897"	"588"	1.31749239	"1390"	1.34937121	"31684"	2.04001801	"4462"	2.05349168	"27503"	2.05714910	"31994"	2.10527329	
"13697"	"20091"	1.50603244	"11223"	1.53384566	"18110"	1.57407200	"27103"	1.63112893	"5517"	1.68623150	"28056"	1.72205404	
"5772"	"31597"	1.15284624	"26008"	2.09427359	"11765"	2.11456889	"5699"	2.15927943	"26477"	2.20027424	"13786"	2.36797654	
"14160"	"13786"	2.58270526	"30981"	2.77843905	"10189"	3.18374441	"26379"	3.63670138	"7211"	3.64090748	"3793"	3.77216705	
"6976"	"13672"	1.17951449	"5060"	1.21602610	"19906"	1.21951793	"29755"	1.28319745	"6801"	1.32938130	"13904"	1.35697887	
"9423"	"1518"	0.13459617	"14879"	0.54725434	"9732"	1.12642133	"15271"	1.19312392	"3727"	1.27172259	"15081"	1.29505677	
"26006"	"5373"	0.20611609	"8217"	0.31918407	"7392"	0.36869587	"31279"	0.50735614	"29199"	1.02767114	"24093"	1.09285546	
"13350"	"819"	0.18123552	"3436"	0.23034320	"11190"	0.23061686	"747"	0.23738174	"13728"	0.23755784	"8184"	0.24053197	
"13017"	"1937"	3.21650805	"3811"	3.26925442	"17351"	3.27031426	"14253"	3.47016239	"24180"	3.49950218	"20121"	3.55383783	
"14177"	"10295"	0.08870257	"28489"	0.12014849	"9189"	0.12344323	"31454"	0.13589422	"26735"	0.15474580	"24257"	0.15559977	
"24999"	"30625"	0.79132097	"3852"	1.12521612	"13565"	1.20172735	"14940"	1.27694422	"21395"	1.33826754	"518"	1.36854688	
"311"	"9099"	0.16696586	"13276"	0.16812976	"32020"	0.21289109	"3622"	0.74686574	"16154"	0.75944619	"16899"	1.06245922	
"9273"	"142"	0.10224684	"2395"	0.32214025	"31586"	0.40775345	"17743"	0.41904896	"30308"	0.79599899	"4003"	1.02250358	
"2584"	"8827"	0.03919899	"13435"	0.06109035	"3114"	0.14485213	"1784"	0.16200130	"31162"	0.16307830	"17552"	0.16316345	
"24684"	"31685"	0.28518969	"18793"	1.16610101	"21623"	1.20199136	"28523"	1.20708389	"8644"	1.21366214	"2039"	1.22872984	
"14129"	"19310"	0.52799269	"28523"	1.01221621	"23914"	1.04134099	"1091"	1.06383371	"21623"	1.07032842	"27863"	1.07631345	
"15965"	"13084"	1.24016701	"4280"	1.24223125	"22483"	1.36114610	"29270"	1.37902485	"2725"	1.41478458	"7890"	1.47433409	
"11858"	"30364"	0.48437313	"31683"	1.11377065	"17226"	1.12502290	"747"	1.12602542	"9260"	1.15865184	"11190"	1.18138634	
"13628"	"15850"	2.26361440	"30377"	2.30089622	"13227"	2.31363876	"22311"	2.38304858	"24464"	2.41207596	"5534"	2.43688791	
"3446"	"17552"	0.11192574	"30859"	0.15436546	"8398"	0.16212776	"31162"	0.16680541	"28127"	0.18033075	"8827"	0.18109568	
"933"	"3695"	1.37646504	"18726"	1.67921884	"12007"	2.06026425	"11361"	2.07400107	"17829"	2.10529998	"23616"	2.11292055	
"696"	"7473"	1.26383831	"23545"	1.60225911	"22787"	2.07981405	"7323"	2.09946880	"3852"	2.18282987	"20327"	2.19009003	
"2325"	"32013"	0.64548760	"17655"	1.13603596	"1454"	1.21634201	"21207"	1.23136659	"20080"	1.25328148	"19265"	1.25656218	
"10840"	"18878"	1.16452807	"13716"	1.24147296	"12081"	1.24875398	"9636"	1.27053573	"22620"	1.29653396	"9730"	1.37755606	
"22829"	"28489"	0.05357403	"24257"	0.07044615	"19330"	0.08322791	"9189"	0.09308413	"926"	0.10880461	"13555"	0.11247978	
"22285"	"21600"	0.25913754	"26301"	1.07274345	"18063"	1.10090829	"21"	1.23232777	"17822"	1.26150843	"21470"	1.26235661	
"2929"	"15860"	0.16653575	"20215"	0.32246434	"15674"	1.06318457	"6395"	1.10799343	"4003"	1.12378713	"14461"	1.13268567	
"28837"	"31673"	1.32273352	"9447"	1.35190280	"13574"	1.43970397	"1484"	2.14469480	"19279"	2.22925917	"6772"	2.23539664	
"4293"	"29495"	1.26862547	"16590"	1.39096106	"14648"	1.43176176	"25965"	2.02471187	"3295"	2.12065379	"31572"	2.12309370	
"30782"	"27532"	10.0174821	"24484"	10.0256709	"6853"	10.1588535	"1369"	10.2214142	"27514"	2.31125547	"5114"	3.14630669	
"16934"	"9364"	0.10926050	"26972"	0.16054669	"31329"	0.24072870	"5907"	0.25656991	"21301"	0.32672314	"6755"	0.54340927	
"27946"	"21444"	0.14492046	"989"	0.20745363	"20742"	1.07255194	"17729"	1.10789495	"1527"	1.11038357	"21660"	1.12078797	
"24580"	"4607"	1.15538861	"20437"	1.30109231	"2953"	1.37595534	"10118"	1.39427024	"22911"	1.54489749	"17649"	2.12846580	
"30621"	"24113"	2.16760172	"14159"	2.20817462	"3083"	2.26988626	"6008"	2.30077921	"9366"	2.31342638	"8546"	2.32863517	
"11524"	"3601"	1.25257191	"17253"	1.31506020	"8917"	1.38682675	"18159"	1.38700651	"29539"	1.39805078	"25659"	1.42330280	
"16364"	"18353"	0.36770441	"11499"	0.92945015	"23355"	0.98241489	"5456"	1.06563952	"24261"	1.30702020	"11336"	1.33237386	
"23878"	"31083"	0.10315126	"24038"	0.16616102	"10047"	0.18152806	"24614"	0.28321551	"30972"	0.33008618	"25144"	1.10111045	
"18801"	"29227"	1.28177884	"12081"	2.02350751	"11146"	2.10539074	"30959"	2.13179528	"31936"	2.14276753	"13716"	2.15281749	
"3116"	"18841"	1.34286304	"26647"	1.36907613	"25710"	1.37946790	"1770"	1.44508572	"29861"	1.56388498	"29336"	2.08462012	
"5754"	"16751"	0.23341067	"4686"	0.26981474	"30278"	0.48303446	"21726"	1.12762520	"4607"	1.23543482	"17649"	1.23663776	
"25235"	"22892"	1.03548299	"10157"	1.06138031	"24359"	1.09993887	"11333"	1.13318851	"5259"	1.13512909	"31070"	1.15338129	
"14365"	"9865"	0.16472328	"9460"	0.21162567	"12332"	0.24162663	"2321"	0.28488386	"5707"	0.46059614	"4184"	1.00619877	
"31732"	"15580"	1.18011509	"28604"	1.23409435	"17877"	1.24388345	"15239"	1.25624996	"6511"	1.25907692	"25398"	1.27076754	
"24516"	"10129"	0.21308541	"7252"	0.24282463	"27503"	0.26210937	"108"	0.28934214	"19249"	0.29846403	"703"	1.04536214	
"8897"	"13786"	2.13524174	"23984"	2.19206196	"5320"	2.20780950	"969"	2.22981025	"12780"	2.25964093	"15995"	2.32521547	
"6793"	"3793"	0.14702749	"26379"	0.17594537	"17352"	0.23461419	"1799"	1.06929348	"1091"	1.13370047	"20671"	1.13972422	
"18586"	"17674"	1.27656491	"29981"	1.30449985	"9437"	2.14585326	"15698"	2.15630635	"22743"	2.17455632	"30811"	2.18309461	
"11201"	"20671"	0.18497405	"27102"	0.22295844	"1799"	0.39399175	"23529"	0.64438204	"12949"	1.08612197	"1138"	1.16373369	
"26542"	"23104"	1.28841313	"32103"	1.29397697	"14986"	1.33300138	"8808"	1.35094578	"8168"	1.39742246	"11907"	1.41121548	
"3761"	"31689"	1.16024748	"32041"	1.38362643	"25596"	1.39111529	"20269"	1.41260812	"19714"	1.41878810	"8865"	1.43587889	
"4733"	"28598"	2.33851288	"21324"	3.08420215	"5504"	3.10155871	"15060"	3.18484114	"31673"	3.20120814	"13098"	3.22215311	
"19126"	"15513"	0.31863910	"26933"	0.36022385	"22987"	1.06631253	"19992"	1.14281484	"31994"	1.15450254	"25165"	1.20120440	
