ID	1st	1st dist	2nd	2nd dist	3rd	3rd dist	4th	4th dist	5th	5th dist	6th	6thdist
"8163"	"11010"	0.14367427	"18457"	0.16770888	"31414"	0.18013144	"30811"	0.27075717	"4262"	0.27446478	"12649"	1.00045469	
"21921"	"24255"	1.00523118	"20036"	1.00641258	"30352"	1.00965378	"11115"	1.01115019	"11223"	1.01598623	"13826"	1.01953828	
"5330"	"4988"	0.05795863	"31616"	0.23164416	"17103"	0.25296747	"16708"	0.28275382	"11994"	0.44417230	"16650"	0.45169326	
"11530"	"21195"	1.00140186	"1653"	1.00168882	"16899"	1.41669657	"23964"	1.41706664	"681"	1.41744700	"26143"	1.41854394	
"32318"	"27899"	0.36906702	"19545"	1.01406092	"16457"	1.03474859	"17636"	1.05902580	"25226"	1.06221672	"31595"	1.06620201	
"12413"	"16955"	1.50408014	"11858"	1.50728110	"21169"	1.51302345	"24618"	1.51696113	"3534"	1.52203506	"29246"	1.53998792	
"16208"	"9189"	0.06126242	"14177"	0.06665416	"28489"	0.07528273	"24257"	0.09366022	"10295"	0.09847727	"14137"	0.10271851	
"13607"	"31684"	0.10257002	"28425"	0.52443503	"22044"	1.00332652	"21263"	1.00360527	"636"	1.00361064	"8502"	1.00392270	
"3799"	"2279"	1.43591920	"13813"	1.45694508	"18254"	1.46446093	"24059"	1.47290805	"6349"	1.49265374	"4869"	1.52699169	
"29986"	"15541"	1.00322000	"15721"	1.00561276	"27970"	1.00995354	"29245"	1.01793507	"31916"	1.02382591	"473"	1.03304842	
"31200"	"29493"	0.32017881	"311"	1.00575432	"7253"	1.00816163	"32020"	1.00852649	"13276"	1.00890476	"9099"	1.02075322	
"29970"	"30619"	1.03464512	"26785"	1.05372383	"31260"	1.05864949	"18238"	1.05946056	"21760"	1.06056613	"11524"	1.41875644	
"4256"	"900"	0.24806843	"13728"	1.00123305	"8184"	1.00162434	"19477"	1.00207909	"1605"	1.00246647	"19007"	1.00301505	
"2225"	"13168"	0.18123521	"31070"	1.41613921	"29737"	1.41705069	"22790"	1.41715635	"19587"	1.41722145	"30490"	1.41820592	
"854"	"13454"	0.06807060	"23998"	0.08261068	"16949"	0.08739718	"19683"	0.12686212	"24886"	0.13556108	"25096"	0.20889138	
"12474"	"14778"	0.11647197	"28721"	0.14519926	"29336"	0.24842641	"29537"	0.31237164	"13768"	0.34434090	"12956"	0.37606281	
"25522"	"31324"	0.16606297	"17262"	0.20779726	"1088"	1.00391757	"15262"	1.00487051	"18002"	1.00503426	"5639"	1.00814341	
"9877"	"22550"	1.00371861	"22555"	1.00405518	"12764"	1.00458976	"24704"	1.00557750	"14112"	1.01478380	"25315"	1.02542019	
"13281"	"5961"	0.34653617	"6693"	0.35880344	"18632"	0.37201122	"12389"	0.37601769	"23040"	1.00030289	"5259"	1.00324793	
"12356"	"20460"	1.01215716	"14879"	1.01388659	"1518"	1.04106268	"9423"	1.04901488	"9533"	1.41663487	"7934"	1.41665905	
"10511"	"7934"	0.24222158	"31925"	0.25889186	"9533"	0.26188560	"9732"	0.43199195	"11573"	0.49674106	"24766"	1.02462158	
"27724"	"21538"	0.14578398	"6511"	0.14834235	"1762"	0.16983638	"21147"	0.18810080	"20725"	0.21681756	"26349"	0.25145249	
"27789"	"5576"	0.13605089	"7188"	0.24321950	"27263"	0.30432868	"14922"	0.35222802	"13709"	0.46593813	"13337"	0.59157798	
"8374"	"1268"	0.37568337	"26474"	0.39727568	"11115"	0.40531450	"9933"	0.41292080	"27028"	0.41493816	"11430"	0.42756255	
"21789"	"9984"	1.00130069	"25206"	1.02499361	"18846"	1.41586863	"8935"	1.41623033	"31070"	1.41793788	"29737"	1.41840652	
"6477"	"3811"	1.00304579	"26542"	1.02118533	"9515"	1.41485125	"9980"	1.41820758	"23104"	1.41864434	"11907"	1.41944664	
"28089"	"5772"	1.01269675	"3501"	1.41607359	"19477"	1.42245110	"9205"	1.42428776	"31511"	1.42787500	"14208"	1.42801030	
"1921"	"3347"	1.00380258	"3333"	1.00424797	"13357"	1.01074370	"22696"	1.01095223	"14190"	1.01713337	"22200"	1.03062627	
"29534"	"15181"	0.61451688	"31473"	1.00074156	"18457"	1.00122660	"22550"	1.00139443	"2880"	1.00257375	"12764"	1.00406990	
"6280"	"7494"	0.28097248	"18235"	0.29439752	"15486"	0.30795448	"8511"	0.50802094	"19790"	0.57666720	"24102"	0.62126105	
"9515"	"8530"	0.45325178	"26116"	1.00731011	"12055"	1.02152183	"26542"	1.02856285	"26644"	1.41471643	"6477"	1.41485125	
"31475"	"23269"	0.20600135	"22026"	0.21131066	"24383"	0.21510507	"31193"	0.21862837	"6713"	0.22249402	"22005"	0.22385151	
"17450"	"24235"	0.12180745	"9011"	1.00064281	"10765"	1.00138480	"21263"	1.00248198	"21739"	1.00447616	"23290"	1.00489033	
"19663"	"9461"	0.29892570	"27005"	1.00058706	"5955"	1.00060920	"11802"	1.00169806	"13128"	1.00356069	"19561"	1.00385347	
"29752"	"21048"	1.13121351	"15100"	1.20263451	"14326"	1.45630511	"19570"	1.47923591	"5907"	1.50660187	"27748"	1.51339552	
"5796"	"28586"	0.17009477	"14797"	0.18369538	"21941"	1.00049807	"27613"	1.00561920	"17626"	1.00919367	"23486"	1.00978668	
"24384"	"19833"	1.01465562	"32350"	1.41430896	"26956"	1.41494128	"20742"	1.41562949	"7213"	1.41693122	"8691"	1.41729734	
"18499"	"4644"	0.24126095	"739"	1.00481174	"31315"	1.04448501	"14292"	1.06207139	"9292"	1.42186860	"12616"	1.42617727	
"29433"	"27475"	0.07398580	"23914"	0.15073074	"6970"	0.17977742	"11620"	0.25179969	"5087"	1.00002362	"24514"	1.00024797	
"13193"	"16364"	0.19418458	"6898"	0.19818185	"18353"	0.23886923	"18661"	0.35971239	"11499"	0.41458914	"19484"	0.53373700	
"21625"	"20436"	0.34252475	"17323"	0.44175390	"11196"	0.51197285	"11231"	0.58385857	"6290"	1.00678904	"28070"	1.01505449	
"2265"	"31324"	1.01086389	"15513"	1.01166674	"25522"	1.01292946	"26933"	1.01567581	"14324"	1.01738540	"18831"	1.02047109	
"18821"	"2321"	0.25989461	"12332"	0.28840106	"9865"	0.32465293	"9460"	0.34494834	"14365"	0.47024694	"5707"	0.47952329	
"6407"	"8370"	0.14266109	"4952"	0.16585598	"11014"	0.18526286	"19007"	0.19602088	"9271"	0.20014878	"17425"	0.23959675	
"27442"	"3405"	1.00020671	"6898"	1.00644843	"13193"	1.01336478	"18353"	1.01410036	"18661"	1.03365198	"16364"	1.03567239	
"24241"	"25965"	1.42560898	"7029"	1.43140857	"25076"	1.72839801	"22232"	1.74258995	"8825"	1.74585664	"30689"	1.74587496	
"25559"	"29333"	0.10219917	"16228"	0.11588067	"25303"	0.12475352	"27711"	0.12698795	"26947"	0.13010127	"1154"	0.13408960	
"24383"	"26169"	0.06554746	"31193"	0.06678783	"29386"	0.06778752	"11829"	0.08712613	"658"	0.11027961	"5087"	0.11137298	
"12452"	"31062"	1.40059563	"3132"	1.69901983	"518"	1.71463952	"21395"	1.71495813	"14940"	1.71827882	"3852"	1.72233767	
"29181"	"13686"	1.41621549	"5253"	1.41880678	"7323"	1.41987542	"23777"	1.42060319	"7648"	1.42071073	"12887"	1.42097953	
"14907"	"2319"	0.17350751	"978"	0.30195139	"1198"	1.00176180	"6456"	1.00689061	"15910"	1.00825071	"28947"	1.00952060	
"14882"	"6714"	1.03411049	"29355"	1.41929120	"25989"	1.42269246	"16429"	1.43023630	"30160"	1.43214288	"28898"	1.43490064	
"10252"	"8116"	1.01004774	"28253"	1.02218479	"14511"	1.02541625	"14292"	1.03179457	"17775"	1.03786176	"18468"	1.04590241	
"2011"	"10002"	0.34947124	"21555"	0.35545476	"32374"	0.36289667	"11652"	0.36296830	"26227"	0.36675378	"23463"	0.38544168	
"27082"	"13758"	1.02444174	"20123"	1.03155713	"25653"	1.04913578	"8521"	1.09661740	"13466"	1.09857798	"5943"	1.11791759	
"6600"	"19477"	0.16117327	"16429"	0.17273615	"9205"	0.19161658	"31511"	0.19555464	"9042"	0.19698878	"15276"	0.21619694	
"8884"	"8511"	0.46364277	"24102"	0.47122132	"15335"	0.47279292	"19790"	0.52057617	"15486"	0.52313333	"18235"	0.55215537	
"19653"	"24414"	0.14662956	"1559"	0.31236531	"30490"	0.35709504	"20750"	0.41154468	"9437"	0.43777222	"8346"	1.00234934	
"16910"	"27995"	0.13320452	"17501"	0.54404219	"25607"	1.00171841	"30737"	1.00582734	"11104"	1.00586728	"32013"	1.00635071	
"31990"	"30075"	1.02650763	"19992"	1.41639238	"1322"	1.41905398	"21559"	1.42528005	"11305"	1.42582271	"26206"	1.42874482	
"30346"	"22616"	0.04451195	"4673"	0.12636124	"2286"	0.15171791	"30869"	0.16575832	"7036"	0.52712920	"26032"	0.59979094	
"16227"	"27923"	0.07612184	"25728"	0.13073952	"30959"	1.00130087	"13813"	1.00532721	"8353"	1.01490729	"25165"	1.02148032	
"27313"	"12295"	1.73427706	"25003"	1.73730886	"13098"	1.73822091	"19836"	1.74428742	"10349"	1.74576118	"18694"	1.74773048	
"26046"	"7786"	0.10268773	"30265"	0.10868568	"17129"	0.12733680	"30270"	0.13895533	"22655"	0.14416929	"30664"	0.15357139	
"26988"	"20796"	0.22683038	"13788"	0.23269014	"28579"	0.27495888	"11382"	0.30739809	"14173"	1.00041561	"20127"	1.00126370	
"23235"	"3622"	1.00825125	"18453"	1.03626312	"5430"	1.05630916	"6714"	1.05840418	"27469"	1.06743223	"2751"	1.07700062	
"4988"	"5330"	0.05795863	"17103"	0.22725073	"31616"	0.28370071	"16708"	0.33242248	"16650"	0.45419200	"11994"	0.46018248	
"31694"	"30425"	0.16442790	"18158"	0.26028823	"16116"	0.32089510	"12681"	1.00142105	"19438"	1.00197221	"17866"	1.00210461	
"3529"	"25454"	0.12246684	"6821"	0.12341375	"30368"	0.17597301	"5851"	0.18939513	"4462"	1.00184479	"10473"	1.00382991	
"12890"	"12495"	0.07556376	"11878"	0.13855667	"25198"	0.18418207	"23943"	0.18627377	"30463"	0.31019584	"25251"	1.00125148	
"23190"	"26540"	1.00588672	"17226"	1.00819747	"13105"	1.01519521	"11036"	1.01826926	"14000"	1.02179094	"14455"	1.02628117	
"26969"	"21301"	0.13662483	"31329"	0.17604540	"9364"	0.20484580	"26972"	0.22692255	"16934"	0.22942298	"5907"	0.30685520	
"12721"	"17971"	0.48532142	"11683"	1.02185146	"3848"	1.05051079	"9609"	1.07734135	"29703"	1.08780080	"15886"	1.43836364	
"24146"	"30328"	1.00000539	"11421"	1.00514406	"31586"	1.00921257	"18511"	1.00985226	"17743"	1.01079728	"5638"	1.01218143	
"13970"	"10473"	0.09165971	"31994"	0.09357390	"4462"	0.10074764	"26630"	0.12117482	"23274"	0.13455001	"4514"	0.20668972	
"20240"	"19906"	0.10847985	"13672"	0.13650845	"5060"	0.14359496	"29755"	0.15660972	"13904"	0.19157928	"12204"	0.26561509	
"22629"	"18002"	0.10629394	"15262"	0.14885071	"18361"	0.15656390	"8858"	0.17888873	"1088"	0.18124907	"9190"	0.27807334	
"20380"	"9887"	0.32884121	"31143"	1.00787401	"12892"	1.00969575	"32502"	1.01097879	"23779"	1.01327777	"23616"	1.01861526	
"25277"	"4986"	1.45092912	"31367"	1.45293398	"4502"	1.76081569	"8009"	1.76127516	"30954"	1.76221322	"28411"	1.76623980	
"9292"	"1411"	0.23468513	"10788"	0.30202159	"8584"	1.00649299	"739"	1.00919505	"17993"	1.01285917	"32428"	1.02030075	
"31500"	"15555"	0.05289369	"26143"	0.22721434	"29052"	0.23949621	"12035"	0.24075480	"25165"	0.31661662	"4399"	0.46107114	
"2789"	"822"	1.41600527	"10896"	1.42099512	"12419"	1.42178203	"8838"	1.42264792	"25093"	1.42358646	"10691"	1.43417169	
"442"	"306"	0.16796658	"21318"	0.17642380	"2792"	0.18817078	"10776"	0.25658308	"18267"	0.25984468	"17698"	0.27947734	
"26908"	"20906"	1.00143158	"13454"	1.00156263	"23998"	1.00241549	"854"	1.00246595	"22473"	1.01039188	"14253"	1.01070672	
"23736"	"969"	1.00790548	"15878"	1.03800117	"28336"	1.04588235	"2883"	1.41628281	"8897"	1.41660090	"28355"	1.41728875	
"2319"	"14907"	0.17350751	"978"	0.41769552	"26976"	1.00528808	"1198"	1.00750364	"5550"	1.02280696	"15910"	1.02612789	
"3034"	"2752"	0.23928176	"16457"	1.00917379	"3388"	1.01535758	"23229"	1.02239294	"29916"	1.02645592	"22787"	1.03309712	
"5185"	"25256"	1.31316072	"16253"	1.34989722	"27193"	1.36963913	"21869"	1.37782669	"15430"	1.41507149	"24570"	1.41540341	
"15761"	"16697"	0.23851125	"11781"	0.24585543	"23962"	0.25539156	"25289"	0.50131684	"21207"	1.00651754	"1454"	1.00668820	
"29899"	"1531"	1.00581481	"23984"	1.00756672	"23357"	1.00777849	"29177"	1.01178488	"8024"	1.01394000	"28318"	1.02728696	
"3525"	"6369"	0.04434109	"8503"	0.06683252	"23113"	0.09198201	"13364"	0.15314233	"4351"	0.17561989	"10225"	0.21916864	
"3084"	"5685"	0.05675478	"28254"	0.10165610	"13677"	0.11900199	"6772"	0.12332025	"19959"	0.12613598	"23207"	0.17619004	
"16462"	"21623"	0.15830255	"28523"	0.22215601	"18793"	0.27833845	"15116"	0.32587982	"6385"	0.36086742	"29048"	0.38360108	
"8660"	"28103"	0.17705596	"3084"	0.22252060	"6772"	0.23503853	"13677"	0.24339488	"5685"	0.25369400	"19959"	0.26231290	
"31613"	"1139"	0.07485373	"25668"	0.11549999	"19457"	0.13357223	"8016"	0.14149817	"27038"	0.15715109	"20406"	0.16485450	
"3531"	"19073"	0.10176188	"31896"	0.12930585	"11184"	0.13104156	"2274"	0.13767134	"5548"	0.14872799	"13856"	0.16040657	
"27468"	"4922"	0.03733756	"31707"	0.08112213	"3476"	0.12328780	"32359"	0.14786480	"31984"	0.16042502	"27048"	0.16401654	
"21834"	"9051"	0.03643398	"7885"	0.04110285	"4163"	0.05642162	"17231"	0.05940191	"3916"	0.06980253	"26975"	0.07268791	
"13755"	"23658"	0.56524256	"30491"	0.60449115	"27527"	0.62137117	"2011"	1.05721532	"9169"	1.14809129	"19695"	1.14859309	
"20036"	"21921"	1.00641258	"7065"	1.01183607	"11115"	1.01516842	"13826"	1.01682111	"11223"	1.01981717	"9925"	1.02064639	
"8598"	"10667"	1.41610325	"27892"	1.43576148	"17184"	1.43846303	"12108"	1.44441718	"14808"	1.44915461	"21815"	1.46692602	
"19771"	"5380"	0.07592648	"19221"	0.11329301	"20849"	0.20460379	"28881"	0.26316991	"16168"	0.26370694	"15508"	0.26752329	
"11177"	"19014"	0.03836073	"2486"	0.07117416	"31582"	0.09701561	"19021"	0.10565546	"25712"	0.11347224	"18839"	0.12451286	
"32331"	"12474"	1.00024894	"16208"	1.00229397	"9189"	1.00301971	"28489"	1.00429640	"24257"	1.00728308	"22829"	1.00803583	
"12298"	"25888"	0.10107756	"1966"	0.17463347	"32428"	0.18531326	"7064"	0.24668344	"17993"	0.25328376	"8584"	0.30773332	
"21194"	"3446"	0.01584277	"1662"	0.05485958	"17552"	0.06715823	"30859"	0.10271569	"13253"	0.11049865	"8398"	0.11072734	
"30780"	"26319"	0.12188494	"3435"	0.14732929	"17531"	0.36398742	"32405"	0.36838444	"16653"	0.43404265	"2448"	0.48175367	
"22009"	"1784"	0.07003824	"4088"	0.09090655	"23003"	0.11434409	"9218"	0.11685174	"13435"	0.13416390	"8827"	0.13638943	
"31530"	"2051"	0.13529695	"2217"	0.14252658	"5955"	0.15171968	"11802"	0.16250847	"27159"	0.18221236	"7848"	0.20182484	
"730"	"25763"	1.43435955	"9025"	1.43740929	"11041"	1.44115181	"11507"	1.44385918	"15024"	1.44532868	"25499"	1.44777094	
"10805"	"29035"	1.03104149	"22462"	1.41796903	"22518"	1.41918538	"11999"	1.41919826	"12768"	1.42224516	"14253"	1.42354023	
"13133"	"15592"	0.08747015	"16965"	0.44634765	"31453"	0.44651994	"26644"	0.45860285	"11986"	0.46194443	"10123"	0.46855110	
"12017"	"16934"	1.00175954	"12867"	1.00518370	"9364"	1.00561082	"5907"	1.00667063	"26972"	1.00922583	"31329"	1.02229457	
"16228"	"3916"	0.04632160	"29333"	0.05558989	"27531"	0.07858779	"4163"	0.08282883	"28470"	0.08389362	"20918"	0.10199337	
"25712"	"11177"	0.11347224	"2486"	0.11377607	"19014"	0.12784247	"31582"	0.13880156	"20406"	0.17500009	"19021"	0.17654090	
"22806"	"23777"	0.13157171	"7648"	0.21313020	"14511"	1.02388177	"2344"	1.03538528	"17450"	1.05147115	"31315"	1.05596470	
"1949"	"21308"	1.03174391	"124"	1.03249303	"750"	1.03854641	"21825"	1.04826583	"738"	1.05035336	"23917"	1.42412049	
"31339"	"6480"	1.00971448	"19453"	1.01153691	"11585"	1.02008030	"6335"	1.02857714	"26892"	1.41430186	"846"	1.41632229	
"32230"	"15046"	1.01669975	"3020"	1.47425990	"25584"	1.73279281	"26842"	1.73299392	"7444"	1.73685955	"23347"	1.73736490	
"9193"	"14264"	0.04805003	"12232"	0.10810308	"23797"	0.11509569	"14072"	0.13256947	"19438"	0.13338511	"27048"	0.15325396	
"21809"	"14197"	1.00010704	"13565"	1.00010713	"37"	1.00014675	"12945"	1.00108608	"22550"	1.00169297	"12764"	1.00245271	
"30176"	"24274"	0.35721162	"13607"	1.00392473	"1702"	1.00884912	"11772"	1.00954079	"636"	1.01105173	"9011"	1.01176534	
"29111"	"17951"	1.01243868	"3094"	1.03150714	"24454"	1.03337707	"31689"	1.03960333	"943"	1.03988856	"12440"	1.04047425	
"25454"	"3529"	0.12246684	"5851"	0.13764030	"6821"	0.14394631	"30368"	0.29271028	"31994"	1.00066461	"4462"	1.00429992	
"17387"	"11999"	1.00648078	"22462"	1.04678878	"9078"	1.10788992	"17196"	1.41609180	"16317"	1.42085039	"12768"	1.42370378	
"26785"	"21760"	0.13051097	"18238"	0.14324783	"31260"	0.28963454	"30619"	0.32189845	"28053"	1.00187307	"11010"	1.00392224	
"279"	"24564"	0.55102747	"142"	1.00095832	"15674"	1.00127410	"9273"	1.00232630	"24407"	1.00338096	"2395"	1.01306210	
"23359"	"15671"	0.09224387	"5320"	0.16762538	"1320"	0.19965175	"15995"	0.20341002	"20269"	0.24726409	"5456"	0.30176383	
"27028"	"9933"	0.09600924	"26474"	0.22705119	"11430"	0.30430498	"1268"	0.35361643	"11115"	0.39299467	"8374"	0.41493816	
"3298"	"11193"	0.41954808	"25398"	1.01466358	"6511"	1.02185463	"27724"	1.02510669	"1762"	1.03253321	"21632"	1.04816002	
"13868"	"29416"	0.24692265	"3630"	0.35686951	"572"	0.35881495	"25510"	0.52155761	"11154"	1.00215421	"21343"	1.00558449	
"20075"	"2646"	0.08082095	"21736"	0.09200394	"31549"	0.09936465	"10179"	0.10324471	"26733"	0.10364899	"26986"	0.10975311	
"13856"	"18279"	0.12344486	"19073"	0.14116308	"10659"	0.14667516	"3531"	0.16040657	"11184"	0.17503383	"24143"	0.19022433	
"26047"	"24407"	1.00601754	"24493"	1.00654305	"21260"	1.00672610	"25166"	1.02406826	"131"	1.02664816	"25264"	1.41538461	
"11939"	"2948"	0.34641185	"7751"	1.00152066	"21395"	1.00168970	"10834"	1.00320537	"27180"	1.00338323	"7136"	1.00351502	
"16868"	"15111"	0.28942944	"18353"	1.00164692	"1669"	1.00250143	"1493"	1.00272800	"6898"	1.00284485	"12140"	1.00316249	
"19457"	"20406"	0.05747527	"28342"	0.06573653	"1139"	0.07112626	"8016"	0.08543606	"31582"	0.08675356	"25668"	0.09503493	
"8503"	"3525"	0.06683252	"6369"	0.09051945	"23113"	0.11121109	"4351"	0.14807304	"13364"	0.14884927	"10225"	0.20221038	
"26547"	"13546"	0.65806473	"30689"	1.09415365	"7230"	1.10662754	"22311"	1.10867030	"14318"	1.12621963	"10000"	1.12716012	
"4129"	"16317"	0.26090059	"23998"	1.00022232	"13454"	1.00071495	"18725"	1.00142046	"20612"	1.00241202	"14253"	1.00303692	
"16583"	"25245"	1.01295249	"26956"	1.02341486	"14841"	1.12977655	"27099"	1.41437130	"28624"	1.41679683	"7748"	1.42088648	
"7527"	"1660"	0.24718705	"13826"	0.36975801	"2626"	0.72925263	"4708"	0.73396759	"18533"	1.02165614	"18110"	1.02384772	
"30708"	"4607"	1.00755449	"2953"	1.00959566	"24580"	1.01355821	"27180"	1.03262783	"15524"	1.05160935	"20437"	1.05733043	
"22695"	"14444"	0.06392674	"20515"	0.15374533	"24038"	1.00181863	"23611"	1.00490478	"22606"	1.00670288	"30972"	1.00823320	
"18044"	"12713"	0.10691550	"6891"	0.11086723	"14367"	0.15899206	"7024"	0.32854955	"1334"	0.40212887	"1542"	0.62576277	
"9909"	"13253"	0.07021718	"28127"	0.08115807	"8398"	0.08868215	"8369"	0.11179133	"13435"	0.12438055	"9009"	0.13769650	
"30022"	"23971"	0.07487126	"13205"	0.10774416	"13407"	0.11599960	"23005"	0.13992262	"21694"	0.14252373	"24617"	0.15235033	
"17556"	"6137"	0.03515015	"17702"	0.05478930	"31989"	0.08214302	"9061"	0.11016843	"31250"	0.16493061	"23933"	0.48878126	
"28159"	"21140"	0.20218476	"11784"	0.22709843	"20157"	0.25884022	"20978"	0.26121302	"636"	1.00251085	"22044"	1.00400487	
"29925"	"30752"	0.15002747	"28492"	0.16439469	"1378"	0.37440219	"24240"	1.00148141	"30468"	1.00242245	"30425"	1.00249655	
"11513"	"8696"	0.93320556	"26556"	0.94018560	"28844"	0.95264999	"11933"	0.96637270	"32256"	0.97301457	"22044"	0.98981319	
"21375"	"1222"	1.00182404	"29169"	1.00317776	"25722"	1.00366016	"7885"	1.00553384	"12270"	1.00562513	"21834"	1.00573541	
"24612"	"4293"	1.00092490	"5305"	1.03752508	"2265"	1.05056071	"14611"	1.05338789	"7888"	1.06919420	"1589"	1.07243140	
"27184"	"5062"	1.01066297	"1090"	1.04385831	"18778"	1.04455447	"21267"	1.05561804	"2163"	1.07503938	"10112"	1.41549016	
"31371"	"28273"	0.05468818	"22669"	0.10129752	"25275"	0.15205799	"5014"	0.16536938	"1022"	0.17481479	"15680"	0.18631433	
"1322"	"19992"	0.05108331	"814"	0.10749957	"28985"	0.12982368	"13443"	0.18425775	"4632"	0.19139397	"24067"	0.20454635	
"29395"	"28318"	0.13023301	"1531"	0.24658723	"19021"	1.00000285	"18839"	1.00023778	"2486"	1.00184398	"25007"	1.00195182	
"31267"	"17822"	0.22519811	"22934"	0.26570930	"14574"	0.73014799	"5099"	0.88466413	"26443"	0.89247532	"24068"	0.89683804	
"21149"	"26188"	1.00150833	"7070"	1.01577188	"24991"	1.01835152	"1409"	1.05038331	"16073"	1.05304003	"15197"	1.05778801	
"15642"	"5576"	1.00153046	"19572"	1.00543016	"27789"	1.00734642	"22680"	1.01479050	"7188"	1.02484522	"1891"	1.02486695	
"11507"	"25763"	0.23346182	"4675"	0.30202403	"30234"	0.32447240	"5176"	0.43506001	"28807"	0.53837531	"2942"	1.00041351	
"21370"	"14365"	0.11161529	"7748"	0.12853574	"9865"	0.21173667	"5707"	0.23280677	"9460"	0.23858070	"12332"	0.27574369	
"26175"	"9918"	1.06060233	"204"	1.10501323	"22518"	1.16822134	"16090"	1.18154198	"3014"	1.42182121	"18173"	1.42766546	
"3603"	"27309"	0.63935574	"26301"	0.72812744	"23256"	0.78078753	"8103"	1.08960576	"6280"	1.14603030	"8884"	1.15493309	
"10915"	"30811"	1.07741444	"18457"	1.10819036	"5521"	1.11068485	"29529"	1.12300417	"28075"	1.13155939	"11010"	1.13931894	
"23489"	"18342"	1.01793500	"7784"	1.01950217	"23502"	1.02567567	"4944"	1.02631977	"18126"	1.02663960	"24240"	1.02784420	
"6411"	"1390"	0.04424709	"588"	0.33348211	"5851"	1.00083190	"13607"	1.00394771	"26630"	1.00840180	"6821"	1.00856587	
"18457"	"11010"	0.11462447	"31414"	0.13905922	"8163"	0.16770888	"4262"	0.18209100	"30811"	0.22785561	"29534"	1.00122660	
"11231"	"20436"	0.24371541	"11196"	0.55581736	"21625"	0.58385857	"17323"	0.67922328	"17052"	1.03928611	"16500"	1.08519801	
"17959"	"32530"	1.41619515	"32023"	1.41829541	"9227"	1.41974027	"27831"	1.42009449	"22311"	1.42063128	"5534"	1.42148987	
"16784"	"18116"	1.00234357	"22629"	1.00878778	"15262"	1.01501635	"18002"	1.01865022	"8858"	1.02265318	"26921"	1.02283052	
"20646"	"1964"	0.13136303	"8224"	0.13931249	"2052"	0.16082300	"25555"	0.16209620	"26675"	0.17727329	"2754"	0.17924512	
"24203"	"7436"	1.73262478	"11010"	1.73300667	"21504"	1.73414921	"13109"	1.73556131	"31414"	1.73640899	"14408"	1.73817160	
"13487"	"10179"	0.06194775	"16663"	0.06283108	"3819"	0.07426758	"31549"	0.07522730	"3960"	0.08584208	"5571"	0.09501006	
"10998"	"3447"	1.00226099	"13090"	1.00266277	"1156"	1.00629021	"4974"	1.07886756	"12565"	1.10184788	"30425"	1.41522398	
"24454"	"22476"	0.11959157	"3094"	0.12290965	"31689"	0.18738688	"20807"	0.26086677	"1784"	1.00154547	"17552"	1.00166006	
"15238"	"28018"	0.14808678	"23970"	0.24155309	"2788"	0.32660635	"30328"	1.00009425	"30178"	1.00130451	"20793"	1.00416067	
"22043"	"2752"	1.00250003	"222"	1.01503981	"23229"	1.01913569	"3034"	1.03343345	"188"	1.03488687	"9325"	1.41682783	
"25245"	"27456"	1.00030576	"105"	1.00167762	"19189"	1.00355391	"17712"	1.00413105	"5639"	1.00439339	"14365"	1.00464269	
"13087"	"17237"	0.12334834	"12306"	0.16650829	"3702"	0.17408802	"13943"	0.27570877	"12474"	1.00896782	"26046"	1.00964578	
"12064"	"6010"	1.00790065	"12649"	1.02024345	"20357"	1.02049615	"11568"	1.02433054	"15698"	1.04862380	"21809"	1.07330401	
"30664"	"30270"	0.05324915	"3528"	0.05600026	"22655"	0.06918439	"27107"	0.09978126	"7786"	0.10575764	"17129"	0.12542180	
"21606"	"25973"	0.05791415	"22324"	0.12130707	"25795"	0.13518714	"22006"	1.00299428	"5663"	1.00610578	"25506"	1.00693996	
"32374"	"10002"	0.07589635	"21555"	0.11179475	"23463"	0.12660106	"11652"	0.17716045	"26227"	0.32406149	"19695"	0.34341121	
"20802"	"21470"	0.30299378	"11514"	1.00230651	"738"	1.00529058	"5221"	1.00545739	"26066"	1.00668504	"16205"	1.00905758	
"22232"	"7029"	1.00181183	"22111"	1.00358598	"32216"	1.00471955	"27314"	1.00903363	"12095"	1.01319339	"6672"	1.02229751	
"7781"	"29081"	0.13028781	"4323"	0.28364696	"12044"	1.00133569	"15262"	1.00266251	"3069"	1.00279523	"2772"	1.00291695	
"8207"	"23655"	0.30645559	"8562"	1.41513403	"31304"	1.41898694	"22196"	1.41950260	"7781"	1.42459217	"29081"	1.42528032	
"5927"	"19453"	1.00587206	"6335"	1.00834149	"30375"	1.00839343	"26892"	1.00862360	"846"	1.01054714	"6480"	1.01872600	
"28018"	"15238"	0.14808678	"23970"	0.19951504	"2788"	0.29688284	"20793"	1.00220842	"15171"	1.00265386	"22616"	1.00536726	
"8056"	"25506"	1.00609233	"2031"	1.06179562	"22006"	1.41579686	"6365"	1.41635151	"21606"	1.41745691	"27193"	1.41775552	
"14808"	"27892"	0.38984950	"30726"	1.05129514	"3714"	1.05157045	"9421"	1.05301475	"21254"	1.05821973	"17184"	1.07539657	
"1090"	"20742"	1.01188847	"21444"	1.01486409	"27946"	1.01928757	"21336"	1.02280043	"8660"	1.02843739	"22127"	1.02879866	
"23818"	"18775"	0.35750377	"14024"	1.02096765	"11831"	1.02281563	"20769"	1.02715632	"17179"	1.07438100	"14038"	1.08809071	
