ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist
"29336"	"31454"	0.16882029	"17891"	0.23381460	"28721"	0.24439768	"7707"	0.24595196	"26735"	0.25200952	
"5995"	"11233"	0.08300374	"8849"	0.08800963	"26972"	0.09082213	"13555"	0.09971165	"926"	0.10181305	
"13085"	"10346"	0.54982153	"16362"	0.84106687	"17083"	0.85337079	"19602"	0.85853307	"3610"	0.88547372	
"10219"	"7670"	0.53018261	"918"	0.59720963	"11223"	0.65149138	"30348"	0.66016033	"9025"	0.76498916	
"1024"	"24931"	0.01521503	"557"	0.17608705	"19330"	0.17959642	"31329"	0.18152990	"30082"	0.18414993	
"2986"	"6918"	0.12110754	"24274"	0.22892600	"24209"	0.28387602	"20605"	0.32675882	"10086"	0.33225187	
"12616"	"4644"	0.30496165	"27514"	0.36046874	"25505"	0.54787894	"14292"	0.55170528	"739"	0.56447500	
"1425"	"32117"	0.38697532	"20824"	0.38758893	"1531"	0.46818423	"29137"	0.52452217	"118"	0.54323418	
"799"	"28898"	0.36166883	"22734"	0.36441801	"31836"	0.52310102	"3622"	0.53790964	"23623"	0.53960216	
"5221"	"26066"	0.08696157	"13407"	0.15947618	"11514"	0.20189803	"32508"	0.21597722	"1964"	0.22399236	
"11377"	"1425"	0.19225735	"20824"	0.45854970	"32117"	0.49099631	"1531"	0.52250221	"29137"	0.57884015	
"31991"	"20796"	0.34222158	"16697"	0.36247197	"11781"	0.36446161	"28579"	0.43912012	"11041"	0.47767052	
"10123"	"16965"	0.31346447	"26644"	0.33672776	"31453"	0.33984291	"7084"	0.36922214	"11986"	0.44197060	
"14879"	"20460"	0.29994641	"22324"	0.32336680	"24051"	0.35700025	"25506"	0.39633737	"10005"	0.40924393	
"22634"	"24919"	0.27270521	"7775"	0.31833811	"17753"	0.32678003	"13609"	0.37549692	"22397"	0.38694412	
"5087"	"22094"	0.05205500	"12450"	0.05768067	"12510"	0.06131987	"31193"	0.06436739	"26169"	0.07040358	
"25379"	"19460"	0.36878636	"12195"	0.37515047	"4377"	0.37736445	"2096"	0.40359830	"30105"	0.42742091	
"9636"	"146"	0.22582133	"31898"	0.34685480	"17957"	0.38549865	"21486"	0.46248284	"6512"	0.49310178	
"7036"	"26032"	0.41902365	"5002"	0.44564948	"30869"	0.61745193	"24493"	0.74059387	"4005"	0.80631492	
"9325"	"15239"	0.18623747	"15580"	0.19126725	"29663"	0.29763083	"11028"	0.30290137	"9704"	0.41656724	
"23760"	"17115"	0.70525965	"5114"	0.76214557	"26411"	0.79663813	"19244"	0.82405558	"1411"	0.84058282	
"7656"	"8593"	0.27701653	"1612"	0.33257761	"15813"	0.35023510	"3350"	0.42969958	"17649"	0.43456585	
"27756"	"11437"	0.15677523	"13592"	0.23127321	"21555"	0.24214971	"5955"	0.26216786	"9971"	0.26612197	
"4462"	"31994"	0.10397045	"10473"	0.13905125	"5736"	0.22783601	"20444"	0.27704601	"26050"	0.29352905	
"6511"	"25398"	0.30952828	"21538"	0.31576894	"9325"	0.32417757	"21147"	0.37049583	"6767"	0.37160192	
"18830"	"20605"	0.05670250	"10086"	0.10218799	"26049"	0.11392885	"5253"	0.16507064	"20978"	0.19154194	
"7731"	"6394"	0.58614739	"18922"	0.96647507	"25599"	1.11097087	"23760"	1.16446612	"17115"	1.26650575	
"21267"	"19136"	0.35095712	"26857"	0.38716448	"27503"	0.39595432	"6772"	0.40174678	"19959"	0.41794611	
"22325"	"25795"	0.70386868	"25973"	0.71498073	"22324"	0.73015563	"25506"	0.79051840	"11467"	0.91904449	
"7890"	"22483"	0.18818188	"29355"	0.35969109	"12475"	0.38743649	"3566"	0.40699615	"13774"	0.43975908	
"17219"	"20750"	0.29644007	"30490"	0.36746213	"9437"	0.50193107	"24147"	0.55551597	"1359"	0.57744119	
"27532"	"15060"	0.59239015	"9447"	0.60851285	"8996"	0.62770103	"2194"	0.82040747	"8288"	0.85156557	
"21301"	"31329"	0.18803525	"24931"	0.20984823	"1024"	0.22203046	"3702"	0.23127394	"3528"	0.23299896	
"25387"	"7160"	0.29392434	"900"	0.43369329	"459"	0.45129962	"25700"	0.46338224	"4952"	0.47112537	
"27659"	"16653"	0.34294771	"292"	0.34451931	"2448"	0.39929522	"32405"	0.41396641	"26319"	0.48194067	
"8858"	"18361"	0.08118748	"15262"	0.24269454	"23588"	0.35887718	"22614"	0.37098658	"26921"	0.37257084	
"19561"	"7166"	0.49780423	"12802"	0.62149042	"8581"	0.72843833	"11482"	0.79022155	"857"	0.79056183	
"4262"	"22550"	0.30953033	"31473"	0.37421484	"8521"	0.40576482	"11010"	0.41459776	"30698"	0.42491845	
"25659"	"13454"	0.22837951	"822"	0.30085417	"19683"	0.31287942	"18159"	0.31715863	"2609"	0.32878876	
"20021"	"24827"	0.52266604	"25093"	0.91214273	"28887"	0.94121380	"14986"	1.00532189	"433"	1.01937964	
"22044"	"10765"	0.11954320	"636"	0.15588387	"9011"	0.16202741	"32256"	0.16374349	"21739"	0.18157485	
"9461"	"30237"	0.67749844	"27005"	0.68162776	"8581"	0.68311674	"10317"	0.82719164	"16645"	0.83734854	
"20070"	"23035"	0.42143640	"16899"	0.45671506	"30389"	0.47374832	"681"	0.48966450	"15154"	0.53528640	
"13943"	"12306"	0.14894145	"28824"	0.15422455	"30425"	0.17387592	"2213"	0.17586654	"10798"	0.17733346	
"19545"	"31595"	0.40758126	"25226"	0.47134912	"16457"	0.50613912	"27899"	0.60632004	"3601"	0.61152596	
"23616"	"3468"	0.24658565	"8792"	0.40857246	"5226"	0.41569814	"22184"	0.42855236	"14550"	0.43268086	
"27099"	"7545"	0.36603945	"9865"	0.41513531	"1088"	0.41726007	"19733"	0.41766869	"15262"	0.45535419	
"15850"	"7775"	0.42554669	"18389"	0.46554096	"26064"	0.50754803	"22329"	0.50779307	"3343"	0.55082358	
"4752"	"26819"	0.11514197	"23917"	0.15214965	"2951"	0.19130530	"16540"	0.24400154	"21895"	0.24734094	
"8103"	"6290"	0.53651052	"20436"	0.64259498	"17052"	0.66014381	"8774"	0.66390158	"19532"	0.69957449	
"4043"	"25795"	0.50702867	"22324"	0.58789046	"25973"	0.60011283	"12158"	0.61276249	"3350"	0.62450686	
"7139"	"16996"	0.05626694	"30082"	0.09448490	"1024"	0.14164853	"24931"	0.15383075	"17715"	0.16859864	
"21726"	"22329"	0.97416968	"16742"	1.01790028	"23730"	1.05540255	"15592"	1.14481441	"7952"	1.17552407	
"18843"	"6979"	0.46234579	"25240"	0.49194797	"18987"	0.49559584	"6441"	0.61516142	"9081"	0.72457390	
"32542"	"12668"	0.57626210	"7228"	0.58677217	"14214"	0.61700707	"3346"	0.64728861	"1235"	0.67665547	
"19058"	"17167"	0.06786905	"8433"	0.11387858	"13621"	0.14140846	"16959"	0.18074791	"1699"	0.19301738	
"15908"	"18453"	1.38009413	"13272"	1.50989627	"6480"	1.54812103	"18443"	1.55652381	"7357"	1.57150537	
"9918"	"433"	0.48334819	"3014"	0.56772026	"25093"	0.68409096	"10896"	0.75677312	"20019"	0.77963659	
"23154"	"20824"	0.46270916	"28318"	0.52213454	"1531"	0.68980617	"8024"	0.69797242	"1138"	0.70285536	
"19076"	"30291"	0.05960512	"9051"	0.12075812	"7885"	0.12484147	"2067"	0.14310005	"17231"	0.14707612	
"23262"	"7481"	0.20284367	"5795"	0.35316910	"16125"	0.36120666	"1871"	0.37153064	"17226"	0.37228772	
"5373"	"7392"	0.23079337	"421"	0.23541336	"20524"	0.24473258	"24093"	0.24659396	"15921"	0.31539846	
"11907"	"14248"	0.25208487	"3508"	0.50067914	"22734"	0.55116483	"15680"	0.55215829	"2071"	0.57239056	
"28917"	"560"	0.33429516	"3624"	0.35266121	"2283"	0.42258419	"23789"	0.45672379	"14187"	0.46568631	
"11333"	"26050"	0.12112805	"14374"	0.12430015	"4514"	0.15857514	"10834"	0.18151612	"3804"	0.22346602	
"2330"	"9421"	0.19029649	"21254"	0.27412871	"27961"	0.29916946	"15197"	0.31784883	"3743"	0.33858174	
"15898"	"13030"	0.12521998	"12275"	0.13966779	"1484"	0.19204290	"7213"	0.21749493	"21770"	0.24180230	
"28523"	"21623"	0.08254464	"31987"	0.15614383	"18793"	0.16854414	"31685"	0.22640833	"10063"	0.23248873	
"25710"	"1770"	0.17699290	"29250"	0.24508401	"18841"	0.26476500	"7160"	0.27393182	"900"	0.29099821	
"16500"	"9084"	0.27347759	"17249"	0.30326038	"28101"	0.40994306	"31448"	0.42790164	"9138"	0.43504489	
"19968"	"13219"	0.18241823	"20078"	0.18886948	"25871"	0.20330717	"15292"	0.21002897	"25251"	0.29549537	
"15028"	"18530"	0.38744584	"12633"	0.42259736	"23296"	0.48777668	"8607"	0.49374631	"8602"	0.58807807	
"27748"	"21048"	0.66150315	"1891"	0.73990661	"8774"	0.78397597	"6912"	0.83325576	"7188"	0.85594826	
"2761"	"26349"	0.45051368	"13235"	0.49993705	"6511"	0.61547772	"21538"	0.64077670	"1378"	0.65830597	
"14922"	"28807"	0.21191323	"7784"	0.25535368	"26474"	0.28691500	"18104"	0.42674578	"9933"	0.43725738	
"23486"	"17626"	0.11091199	"27613"	0.14854988	"8184"	0.16918317	"13728"	0.20980437	"22199"	0.22973335	
"26116"	"29270"	0.25262048	"12055"	0.32217724	"2725"	0.37057200	"20145"	0.43172429	"13084"	0.44511019	
"27067"	"7648"	0.35009905	"14253"	0.36553550	"8648"	0.41321046	"31898"	0.50286725	"22473"	0.53587126	
"24359"	"11333"	0.11017272	"10834"	0.13784269	"37"	0.18660629	"10157"	0.19767341	"14197"	0.20885601	
"4615"	"14922"	0.22853180	"28262"	0.32212346	"28807"	0.37454635	"27103"	0.37471881	"21776"	0.37726771	
"21907"	"10224"	1.06658486	"1653"	1.25663470	"9081"	1.39375622	"23013"	1.39745039	"9322"	1.40316591	
"22799"	"7972"	0.58330072	"26599"	0.72857760	"17636"	0.82158603	"24553"	0.91938749	"14575"	0.93253126	
"30765"	"2939"	0.47513976	"18089"	0.54118350	"30937"	0.56812270	"14511"	0.83656760	"2344"	0.86399192	
"27256"	"18835"	0.38349916	"4236"	0.42890109	"27376"	0.47871261	"29904"	0.50094334	"10667"	0.55875103	
"11700"	"7553"	0.33126953	"26398"	0.33630235	"8546"	0.45053641	"3347"	0.49015564	"3343"	0.53834165	
"28723"	"5521"	1.14795937	"3346"	1.14917914	"7657"	1.15075356	"14214"	1.15304111	"21307"	1.15485116	
"13704"	"4965"	0.28624904	"165"	0.35473237	"23611"	0.35638705	"31228"	0.35742235	"17323"	0.38439988	
"5853"	"10473"	0.08235970	"5736"	0.14742109	"14197"	0.17222696	"518"	0.20319684	"37"	0.20477176	
"17729"	"21660"	0.29534960	"21444"	0.33906632	"6008"	0.51340504	"989"	0.51534859	"7248"	0.64168952	
"4664"	"24570"	0.27947794	"25506"	0.29251970	"15430"	0.29335966	"27193"	0.30850777	"27151"	0.32830158	
"15590"	"14905"	0.34800975	"7724"	0.52596084	"23323"	0.65039137	"23840"	0.66937606	"31886"	0.72885073	
"12389"	"5961"	0.03673623	"30024"	0.13230850	"6693"	0.14795669	"18475"	0.17497212	"24624"	0.31682403	
"24823"	"6917"	0.92416155	"26350"	0.92458670	"4146"	0.98993337	"2756"	1.00555958	"12572"	1.02777074	
"16897"	"17193"	0.54025737	"8020"	0.67250032	"19279"	0.86670826	"14464"	0.88363357	"6821"	0.91885810	
"13697"	"1515"	1.01079683	"26075"	1.17337848	"19585"	1.22949566	"31476"	1.25533826	"1891"	1.27257141	
"5772"	"26008"	0.36038586	"31597"	0.38361547	"26477"	0.49771014	"12780"	0.83544904	"11980"	0.87754335	
"14160"	"13786"	0.93508621	"2685"	1.30124323	"7211"	1.39689204	"26379"	1.52280177	"23529"	1.56313894	
"6976"	"21318"	0.30083417	"306"	0.30559414	"13672"	0.32237164	"5060"	0.35888324	"19906"	0.36237507	
"9423"	"1518"	0.13459617	"9732"	0.32642133	"15271"	0.45979058	"3727"	0.53838926	"14879"	0.54725434	
"26006"	"29250"	0.18999414	"5373"	0.20611609	"24093"	0.22618879	"1770"	0.22909358	"14982"	0.23351354	
"13350"	"819"	0.18123552	"14233"	0.21993639	"3436"	0.23034320	"11190"	0.23061686	"747"	0.23738174	
"13017"	"17351"	0.91390400	"3811"	0.96925442	"20121"	0.98717117	"14253"	1.05587668	"26553"	1.10358456	
"14177"	"10295"	0.08870257	"28489"	0.12014849	"9189"	0.12344323	"31454"	0.13589422	"15944"	0.14103923	
"24999"	"3852"	0.32521612	"13565"	0.34458449	"4201"	0.47417733	"14940"	0.47694422	"8400"	0.49024815	
"311"	"28898"	0.15636570	"9099"	0.16696586	"13276"	0.16812976	"12354"	0.18676065	"32020"	0.21289109	
"9273"	"142"	0.10224684	"26909"	0.15087119	"27848"	0.17021706	"4003"	0.22250358	"2002"	0.25164465	
"2584"	"8827"	0.03919899	"13435"	0.06109035	"3114"	0.14485213	"1784"	0.16200130	"31162"	0.16307830	
"24684"	"31685"	0.28518969	"18793"	0.30895815	"21623"	0.34484850	"28523"	0.34994103	"10063"	0.37290274	
"14129"	"28523"	0.14554954	"17748"	0.14709026	"13205"	0.16623728	"7532"	0.16695280	"31987"	0.16836004	
"15965"	"22483"	0.42781277	"25965"	0.50613406	"4280"	0.50889791	"13084"	0.52588130	"7890"	0.54100075	
"11858"	"17226"	0.19168956	"747"	0.19269209	"11190"	0.24805300	"13350"	0.24891503	"819"	0.25946032	
"13628"	"13227"	0.89471984	"26350"	0.92115539	"30377"	1.00089622	"24823"	1.10109229	"29011"	1.30354889	
"3446"	"17552"	0.11192574	"11900"	0.13852147	"30859"	0.15436546	"8398"	0.16212776	"31162"	0.16680541	
"933"	"23616"	0.46530150	"3468"	0.63922867	"11361"	0.68403968	"22379"	0.71396819	"5226"	0.73735032	
"696"	"20327"	0.39961384	"7473"	0.46383831	"22787"	0.47981405	"3852"	0.51616320	"32479"	0.54343370	
"2325"	"17655"	0.27889310	"20080"	0.31994815	"26728"	0.35251228	"17844"	0.37327608	"21207"	0.37422373	
"10840"	"18878"	0.23119474	"9636"	0.47053573	"17957"	0.58275397	"31898"	0.64478427	"14253"	0.67220167	
"22829"	"28489"	0.05357403	"24257"	0.07044615	"19330"	0.08322791	"7786"	0.09284243	"9189"	0.09308413	
"22285"	"26301"	0.21560060	"21600"	0.25913754	"17822"	0.32817510	"8511"	0.38516747	"31077"	0.43341872	
"2929"	"15860"	0.16653575	"6395"	0.30799343	"20215"	0.32246434	"12020"	0.33726503	"14611"	0.39017395	
"28837"	"31673"	0.47657967	"1484"	0.66901913	"21267"	0.69067445	"23402"	0.70695900	"28358"	0.71590626	
"4293"	"25813"	0.44512193	"11700"	0.44538103	"24113"	0.54315791	"16590"	0.59096106	"18632"	0.61716762	
"30782"	"25505"	1.50981421	"27514"	1.51125547	"12616"	1.59775161	"739"	1.65974360	"20121"	1.70964591	
"16934"	"10798"	0.09557038	"9364"	0.10926050	"1538"	0.14244858	"26972"	0.16054669	"13555"	0.16467537	
"27946"	"21444"	0.14492046	"989"	0.20745363	"21660"	0.25412131	"17729"	0.30789495	"14661"	0.35551564	
"24580"	"20437"	0.50109231	"10118"	0.52760358	"18579"	0.60873553	"22911"	0.61156415	"7323"	0.67724033	
"30621"	"14159"	0.45176436	"2327"	0.61838165	"10246"	0.86097429	"3083"	0.90798149	"24752"	1.00313728	
"11524"	"11763"	0.45919527	"10428"	0.55972724	"18238"	0.57332344	"17253"	0.58172687	"8917"	0.58682675	
"16364"	"5456"	0.21948568	"18353"	0.36770441	"12140"	0.43454558	"5320"	0.50258842	"23914"	0.51161628	
"23878"	"31083"	0.10315126	"24038"	0.16616102	"25144"	0.16777712	"10047"	0.18152806	"24614"	0.28321551	
"18801"	"30959"	0.53179528	"31936"	0.54276753	"12081"	0.55684084	"29227"	0.61511217	"13716"	0.68615082	
"3116"	"27613"	0.41733101	"31896"	0.46305668	"1491"	0.47422855	"6041"	0.53733973	"218"	0.54995914	
"5754"	"16751"	0.23341067	"4686"	0.26981474	"4607"	0.30210149	"8593"	0.39998995	"17649"	0.43663776	
"25235"	"10157"	0.13830339	"833"	0.24975575	"24359"	0.25378502	"30692"	0.31325981	"10225"	0.32407441	
"14365"	"4184"	0.07286544	"23349"	0.16197542	"9865"	0.16472328	"17712"	0.19953090	"9460"	0.21162567	
"31732"	"17877"	0.37721679	"6511"	0.39241026	"25398"	0.40410087	"30688"	0.40799070	"32502"	0.41544049	
"24516"	"19136"	0.18025928	"21889"	0.18445601	"10129"	0.21308541	"7252"	0.24282463	"703"	0.24536214	
"8897"	"13786"	0.42422303	"15"	0.51596423	"28336"	0.56810701	"7211"	0.57832144	"26880"	0.63119007	
"6793"	"3793"	0.14702749	"26379"	0.17594537	"17352"	0.23461419	"1799"	0.26929348	"18353"	0.28774347	
"18586"	"17674"	0.33061897	"7545"	0.35662589	"29981"	0.35855391	"15698"	0.36420656	"14096"	0.39322376	
"11201"	"20671"	0.18497405	"27102"	0.22295844	"3742"	0.33626242	"994"	0.36465872	"1799"	0.39399175	
"26542"	"8808"	0.41761245	"2522"	0.55736622	"7285"	0.64485404	"4005"	0.66579314	"10691"	0.74132670	
"3761"	"31689"	0.23717056	"8865"	0.57873604	"20807"	0.60485289	"25607"	0.60506480	"22476"	0.61080113	
"4733"	"5504"	0.83873820	"13457"	0.90219028	"14464"	0.90576148	"32313"	0.99649697	"26857"	1.01983728	
"19126"	"15513"	0.31863910	"14324"	0.34784499	"6369"	0.35803059	"26933"	0.36022385	"19191"	0.36476351	
"5576"	"25763"	0.17871317	"22680"	0.24707873	"25499"	0.25277527	"1149"	0.35368608	"11115"	0.36484578	
"19905"	"13460"	0.40513991	"15154"	0.58548081	"12035"	0.63541390	"31840"	0.63729410	"16899"	0.69869029	
"15337"	"7775"	0.29311425	"22634"	0.34478570	"5921"	0.41243295	"28053"	0.46883103	"11146"	0.51817704	
"22213"	"7616"	0.40940951	"5586"	0.46272165	"26519"	0.52865388	"30311"	0.54092811	"11589"	0.55859218	
"32317"	"1484"	0.50654071	"4184"	0.55374918	"14365"	0.61421707	"32285"	0.63307626	"26295"	0.63552011	
"3333"	"9484"	0.15453158	"16821"	0.17445529	"2985"	0.23306576	"3638"	0.23462174	"32535"	0.25750914	
"12048"	"2939"	0.41182792	"30937"	0.53890574	"30765"	0.61299508	"18089"	0.71604817	"8747"	0.79361229	
"16253"	"25256"	0.38186234	"15271"	0.44308508	"9732"	0.47044642	"22329"	0.52521342	"15430"	0.53101179	
"22168"	"30619"	0.93572300	"11524"	0.93587689	"31723"	0.95887707	"10346"	0.97440954	"728"	0.97930776	
"5168"	"29425"	0.32343890	"8317"	0.34763367	"21147"	0.37474514	"21538"	0.40207477	"12007"	0.40607465	
"17562"	"25944"	0.51651135	"8996"	0.61645415	"19279"	0.66108321	"27532"	0.71471711	"9447"	0.81431806	
"14967"	"18080"	0.03172571	"30698"	0.07051133	"12945"	0.16234079	"17674"	0.20148305	"20239"	0.24071696	
"28037"	"18530"	0.28178185	"15028"	0.29433601	"23655"	0.35295271	"25380"	0.64693479	"12633"	0.66159468	
"30016"	"10776"	0.37443102	"12204"	0.45335330	"13672"	0.48394563	"306"	0.54225387	"27659"	0.62226914	
"4579"	"32213"	0.29405021	"26319"	0.33535292	"31071"	0.35299137	"3435"	0.39049647	"3601"	0.43806852	
"9201"	"26540"	0.25096361	"20068"	0.51960701	"25611"	0.57806165	"12331"	0.67682149	"4965"	0.71400759	
"20906"	"13454"	0.50972653	"16621"	0.51471451	"14319"	0.57726938	"28555"	0.65391616	"822"	0.71918749	
"22849"	"3898"	0.42021226	"7217"	0.65076909	"30292"	0.67757676	"29825"	0.69397393	"30508"	0.70714347	
"31235"	"4351"	0.46835135	"21395"	0.48723963	"24516"	0.50074888	"22264"	0.51984066	"19249"	0.53580455	
"6788"	"14982"	0.08715663	"24093"	0.09674031	"20524"	0.09860169	"15921"	0.13752485	"24145"	0.14028717	
"30705"	"11010"	0.29934522	"6010"	0.34576990	"12295"	0.37461000	"12649"	0.39415677	"10552"	0.42810916	
"9463"	"26295"	0.23060867	"10589"	0.25156867	"19287"	0.26032094	"7791"	0.27588025	"14365"	0.30953108	
"1346"	"15860"	0.19411262	"2929"	0.19626482	"6395"	0.28827139	"20215"	0.31798034	"12020"	0.42338335	
"20041"	"8935"	0.47944093	"32238"	0.77954380	"26223"	0.81936390	"7724"	0.82205522	"23840"	0.86328691	
"31511"	"19477"	0.11733590	"25743"	0.15482160	"1897"	0.16974019	"14797"	0.17139590	"9205"	0.18282794	
"7439"	"7516"	0.35691399	"18591"	0.38507361	"3624"	0.38731486	"30413"	0.48013378	"23789"	0.49189295	
"13975"	"20070"	0.57252750	"23035"	0.76215090	"19678"	0.77802948	"15154"	0.83806623	"7533"	0.85442157	
"1326"	"6821"	0.22653614	"5851"	0.35008702	"23545"	0.38152589	"21889"	0.38164841	"10129"	0.41027780	
"2941"	"9636"	0.25862121	"4840"	0.28619824	"31898"	0.34659986	"146"	0.38240172	"8648"	0.44141796	
"26846"	"26753"	0.33662614	"28070"	0.41873231	"19310"	0.56787685	"23673"	0.59261854	"29250"	0.59619060	
"18408"	"152"	0.09936843	"13491"	0.11356201	"5955"	0.17686824	"13128"	0.22536778	"4221"	0.23239111	
"19172"	"24375"	0.42468318	"27633"	0.43765652	"5317"	0.47631882	"18247"	0.56324220	"19992"	0.58261373	
"13795"	"27102"	0.07730019	"20671"	0.14268185	"3742"	0.19491598	"1799"	0.20763674	"11201"	0.24546412	
"8370"	"900"	0.16848763	"5373"	0.19887058	"421"	0.27355334	"1770"	0.28975904	"26006"	0.30294585	
"28273"	"22669"	0.14611116	"1022"	0.21722244	"5014"	0.26107869	"25275"	0.31288396	"15680"	0.36241202	
"691"	"20058"	0.24216008	"5168"	0.29013927	"20084"	0.29803377	"24027"	0.30149988	"17829"	0.32558906	
"5305"	"14611"	0.31167362	"7888"	0.31894750	"1346"	0.48573372	"15860"	0.48806553	"2929"	0.49021772	
"29063"	"6511"	0.24636904	"25398"	0.32040240	"31732"	0.35575731	"6755"	0.42724570	"17877"	0.48132341	
"23925"	"12389"	0.07095832	"5961"	0.10769456	"30024"	0.20326683	"6693"	0.21891502	"18475"	0.24593045	
"29905"	"22264"	0.73222522	"5183"	0.86934447	"28917"	0.87750950	"19136"	0.89540830	"2194"	0.91675395	
"7800"	"3804"	0.07281949	"30916"	0.15758975	"14374"	0.17198536	"26050"	0.17515746	"25184"	0.18333492	
"17415"	"5114"	0.38339155	"17115"	0.45850176	"1411"	0.55536793	"23760"	0.62666656	"20030"	0.69303503	
"2163"	"21267"	0.21689243	"10129"	0.28931033	"19136"	0.30431909	"27503"	0.32329289	"7252"	0.33140541	
"23998"	"13454"	0.03238273	"28555"	0.19602543	"822"	0.24308765	"21009"	0.25706643	"25659"	0.26076225	
"26338"	"29121"	0.23016453	"21020"	0.28312578	"12818"	0.28376576	"12007"	0.28462028	"20649"	0.31761149	
"26608"	"15860"	0.54767496	"18579"	0.60140679	"11437"	0.62303808	"27756"	0.67789271	"2929"	0.68681346	
"339"	"8710"	0.97669041	"6322"	1.09693382	"25206"	1.18601722	"31022"	1.20894903	"7217"	1.24466160	
"7220"	"2039"	0.46351831	"13704"	0.51848970	"11196"	0.55106849	"27309"	0.57561031	"8774"	0.59190203	
"18161"	"5060"	0.64819263	"306"	0.65612802	"13672"	0.67004091	"9591"	0.67146150	"21318"	0.69274351	
"10848"	"6843"	0.11154130	"2067"	0.13932332	"12753"	0.19525014	"17497"	0.20566038	"16634"	0.21776099	
"21209"	"5521"	0.26371918	"12668"	0.39862211	"14214"	0.46381321	"9730"	0.57150389	"32350"	0.59964729	
"1259"	"32508"	0.29752552	"1091"	0.30116395	"22099"	0.30799761	"23917"	0.32361312	"17748"	0.34268616	
"31464"	"23584"	0.27482171	"29425"	0.29972791	"18648"	0.34060459	"7786"	0.34410402	"17129"	0.34784850	
"6898"	"18353"	0.11598016	"12140"	0.18282133	"5320"	0.25587505	"23914"	0.27059148	"6970"	0.28080633	
"8163"	"12649"	0.11692900	"6010"	0.16749579	"11010"	0.19706061	"10271"	0.20705207	"31473"	0.26626673	
"21921"	"19572"	0.31360798	"7752"	0.36758411	"13826"	0.44774534	"16981"	0.48347473	"25763"	0.52292560	
"5330"	"5550"	0.15187461	"22099"	0.23828920	"15680"	0.25042021	"5014"	0.25112770	"1022"	0.28493942	
"11530"	"1653"	0.23186142	"681"	0.50706615	"23035"	0.54087887	"21195"	0.64001614	"8159"	0.66126248	
"32318"	"16457"	0.47943505	"27504"	0.51968883	"27899"	0.55034775	"19545"	0.61069438	"25226"	0.65286422	
"12413"	"18014"	0.94838545	"28070"	1.11971869	"7195"	1.15462791	"21941"	1.17960296	"16955"	1.17984670	
"16208"	"9189"	0.09840249	"14177"	0.10439733	"28489"	0.11368691	"14137"	0.14017202	"22829"	0.15151697	
"13607"	"31684"	0.14373515	"11772"	0.21414192	"22044"	0.21543115	"636"	0.24886605	"8502"	0.32638418	
"3799"	"19279"	1.06258832	"16897"	1.08606888	"17562"	1.19700489	"19642"	1.22290012	"23402"	1.27361476	
"29986"	"15721"	0.30580500	"15541"	0.32521402	"31696"	0.61568951	"5517"	0.66798254	"11223"	0.66955799	
"31200"	"29493"	0.43156669	"4236"	0.57663923	"6357"	0.62797949	"3508"	0.63879723	"10667"	0.69379390	
"29970"	"3610"	0.63883075	"30893"	0.68670123	"19602"	0.84284132	"17083"	0.87699810	"22955"	0.89811563	
"4256"	"13728"	0.12659824	"8184"	0.17363830	"18841"	0.20770913	"19007"	0.20919219	"15508"	0.21573376	
"2225"	"13168"	0.21761028	"31070"	0.42937581	"23964"	0.44061724	"19587"	0.45705969	"29737"	0.45905195	
"854"	"13454"	0.08037662	"23998"	0.11275936	"28555"	0.13169991	"19683"	0.15319001	"16949"	0.16162717	
"12474"	"17237"	0.13505665	"14778"	0.14060110	"9189"	0.14533890	"16208"	0.14897722	"12306"	0.15507180	
"25522"	"31324"	0.22047720	"17262"	0.34551461	"4101"	0.39486973	"18982"	0.41073389	"26933"	0.42476500	
"9877"	"24704"	0.20091851	"27539"	0.22964804	"8912"	0.28142020	"14112"	0.31888994	"9421"	0.48641893	
"13281"	"12020"	0.21438181	"6395"	0.32209651	"7822"	0.34724289	"25932"	0.36290344	"28863"	0.37435195	
"12356"	"27630"	0.65349334	"7291"	0.65907035	"20460"	0.68663305	"26136"	0.72307164	"14621"	0.73052367	
"10511"	"24766"	0.41425398	"7934"	0.42958057	"31925"	0.44440212	"9533"	0.48549535	"25998"	0.49739317	
"27724"	"21538"	0.20108947	"8636"	0.21165917	"4097"	0.25173001	"6511"	0.25378571	"21147"	0.25581635	
"27789"	"5576"	0.22541658	"25499"	0.25982080	"22680"	0.27605474	"21861"	0.28603401	"17866"	0.34952883	
"8374"	"25863"	0.34436577	"19532"	0.53125974	"5176"	0.54041443	"5517"	0.54465630	"11223"	0.55665402	
"21789"	"8935"	0.38262249	"2876"	0.44104702	"25206"	0.50447578	"18439"	0.58046779	"4691"	0.61754507	
"6477"	"3811"	0.17270375	"8090"	0.77556617	"13017"	0.79655067	"32542"	0.96177404	"17351"	0.97713209	
"28089"	"5772"	0.29408443	"26477"	0.55928261	"26008"	0.65447030	"31597"	0.67769991	"3501"	0.86537295	
"1921"	"22696"	0.24211411	"3347"	0.25594048	"26398"	0.36320434	"14190"	0.41138797	"9091"	0.41247347	
"29534"	"31473"	0.12113932	"5943"	0.23559995	"22550"	0.26500637	"11010"	0.29485558	"2880"	0.29996234	
"6280"	"27309"	0.38218949	"7494"	0.41413688	"17822"	0.47968510	"18235"	0.48735548	"22934"	0.55146991	
